18,1,16,
0.46469,0.5449437457837536,0.2544656089873519,0.3548779066010542,0.31891443569415767,0.17780957420273955,0.24444747240768497,0.3830728134377803,0.20877409921691775,0.4081530873453005,0.22921967401196483,0.27627789224676147,0.41120610874729424,0.68,0.03,0.9266830198964295,0.04088307440719542,0,3,
0.27011,0.4956974287762108,0.19580763272774218,0.4424667820257945,0.5064602213965961,0.20137291984674577,0.29353123615418697,0.3909806682371112,0.19616058255220262,0.4128587492106892,0.35037038616718935,0.511326819804232,0.5240751396857237,0.265,0.004,0.5871925548415688,0.008863283846665189,0,3,
0.27,0.38504237109045103,0.11246052856087685,0.4291292905833384,0.40809359303994064,0.20370251377675105,0.4257632789627771,0.40114584942926523,0.20366897030568876,0.39518518026504673,0.37932218456528954,0.470688682900531,0.45364306706775015,0.141,0.013,0.29491738130098305,0.02719096423342397,0,3,
0.32835,0.5143236125898962,0.2845643234565854,0.42429120561859984,0.5317697356644351,0.19437789829944882,0.382267966775009,0.41812382236049067,0.1973111144299783,0.3845650632095338,0.2950224552781592,0.37519440348672256,0.44205339223492324,0.259,0.041,0.46776232616940583,0.07404731804226115,0,3,
0.33409,0.4187280222522273,0.229548884651497,0.35106226078023284,0.4195135864152747,0.191523356902856,0.37312624164710134,0.3959271353499599,0.21228253957464313,0.39179032507539674,0.26825350918791946,0.36966417334945856,0.4120126966782187,0.298,0.038,0.5382947976878613,0.06864161849710983,0,2,
0.34004,0.7699957810011301,0.2906233666766584,0.37714130171655047,0.9457184399276158,0.17965260930551513,0.4502859656841179,0.36954654084603733,0.2039488777940723,0.42650458135988917,0.42763584701045404,0.5713907977186313,0.5254386941966486,0.22,0.011,0.48404840484048406,0.024202420242024205,0,3,
0.42758,0.4692672365841858,0.19752009247010946,0.35620067897967467,0.39431051111469995,0.1616905630753831,0.4141020083802919,0.4000433742598248,0.1986678924432854,0.401288733296889,0.3170373452040015,0.4295718607154669,0.4141996886170019,0.253,0.071,0.365606936416185,0.10260115606936417,0,3,
0.36373,0.45187412194895177,0.23771146369327606,0.40510737925872675,0.6118193726363328,0.19026799518380694,0.3131541145085163,0.49089833382550885,0.1707148773645815,0.3383867888099098,0.3000780787117311,0.41992618871641046,0.47703703477739856,0.335,0.041,0.6876026272577996,0.08415435139573071,0,3,
0.33135,0.48984692210965625,0.22714912909417226,0.418705342320838,0.7074320605198005,0.18235209136114616,0.42434394193188163,0.44454044621820826,0.17929356561814705,0.37616598816364744,0.3013798268939451,0.402818901891083,0.44552244654021644,0.09,0.035,0.16753536857781087,0.06515264333581533,0,3,
0.25696,0.3633148128248323,0.13482829429562018,0.3740281090937205,0.3166742326007751,0.22010427090283735,0.20315765033666125,0.4059283404200043,0.19135798842809598,0.4027136711519026,0.30950970608970263,0.36662664468651823,0.45900798859657027,0.183,0.005,0.42498838829540175,0.011611704598235021,0,3,
0.2314,0.5716208098158037,0.2710875889000669,0.3902807190908921,0.8787094741963648,0.2118218245271505,0.35060975609756095,0.3994687321432046,0.18999568688438323,0.41053558097241494,0.41858172878942107,0.5050232212747272,0.524368184868569,0.159,0.008,0.40406607369758574,0.020330368487928845,0,3,
0.31224,0.4710833329738269,0.1824072796244547,0.3640032069541992,0.8635597802761424,0.18460228298684683,0.4862689393939394,0.40078372000799584,0.17720498423369857,0.42201129575830404,0.4520812777417792,0.69323982652449,0.5238827190668988,0.13,0.032,0.3078380298366091,0.07577551503670377,0,3,
0.34829,0.5942444340104506,0.2222279373968225,0.3546564375689654,0.49452164879412963,0.17598947050260208,0.43648648648648647,0.3890601374727116,0.21537492561189003,0.395564936915399,0.4140098141840941,0.552516551223072,0.5950248489504614,0.405,0.013,0.7820042479243097,0.025101370921027225,0,3,
0.58015,0.562276464052486,0.22214413326187432,0.34225283261016515,0.2811003847946367,0.1366269118742926,0.4094097019286967,0.4215784534448554,0.19699452159330993,0.38142702496182923,0.2642820384138496,0.27062436596584116,0.34291670852200123,0.369,0.102,0.35947394057476867,0.09936678032148077,0,3,
0.37642,0.5705215725346755,0.2681976048614085,0.3638281404375957,0.7968551071661709,0.20957432916497964,0.47695116385212233,0.42626607064478284,0.2012463129908362,0.37248761636437827,0.5151570177259089,0.5606783738226494,0.5828204886366368,0.173,0.063,0.3948870120976946,0.14380278475233965,0,3,
0.23765,0.4527298445447854,0.19152958579696716,0.371413231986787,0.34206964044303495,0.21399609450427054,0.4169483885508226,0.42033201331106,0.19142493851062892,0.3882430481783116,0.365617230934941,0.4517398835197624,0.5389662489278617,0.087,0.041,0.19612263300270516,0.09242560865644725,0,3,
